job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI04256,Robotics Engineer,163282,USD,Executive,Contract,Japan,Large,Japan,Remote,"AWS, PyTorch, TensorFlow, Deep Learning, Kubernetes",Master,19,Retail,2024-09-27,2024-10-12,1044,8.3,Predictive Systems
AI04257,AI Product Manager,170509,USD,Senior-level,Contract,Norway,Medium,Finland,Remote,"MLOps, Linux, SQL, TensorFlow, Computer Vision",Associate,9,Manufacturing,2024-01-22,2024-03-19,2289,9.9,Advanced Robotics
AI04258,Robotics Engineer,133754,USD,Executive,Freelance,Japan,Small,Japan,Remote,"AWS, Mathematics, Data Visualization",Associate,13,Healthcare,2024-09-17,2024-11-07,2142,5.6,Cloud AI Solutions
AI04259,AI Specialist,37142,USD,Entry-level,Full-Time,Finland,Small,Finland,Onsite,"Scala, NLP, SQL",Associate,1,Automotive,2024-07-12,2024-08-20,2084,6.1,Algorithmic Solutions
AI04260,Computer Vision Engineer,137662,EUR,Senior-level,Freelance,Germany,Medium,Germany,Remote,"Linux, Hadoop, MLOps, PyTorch, Java",Bachelor,7,Retail,2024-06-26,2024-07-29,1794,6.2,TechCorp Inc
AI04261,Computer Vision Engineer,71271,USD,Entry-level,Full-Time,Sweden,Large,Sweden,Remote,"Python, Scala, Git",Associate,0,Energy,2024-07-25,2024-09-08,848,5.8,Predictive Systems
AI04262,AI Architect,160162,USD,Executive,Full-Time,United States,Medium,Switzerland,Onsite,"Computer Vision, TensorFlow, Git, Docker, NLP",Bachelor,14,Telecommunications,2024-09-25,2024-10-30,869,5.9,Smart Analytics
AI04263,AI Consultant,144584,GBP,Executive,Full-Time,United Kingdom,Medium,United Kingdom,Onsite,"PyTorch, NLP, Tableau, Hadoop",Master,15,Media,2024-06-11,2024-07-30,803,6.9,DeepTech Ventures
AI04264,AI Research Scientist,142644,EUR,Senior-level,Freelance,Germany,Large,Germany,Onsite,"Python, Spark, Linux, NLP",PhD,9,Finance,2024-10-27,2024-11-28,1025,8.3,Advanced Robotics
AI04265,Machine Learning Engineer,212400,USD,Senior-level,Full-Time,Switzerland,Medium,Switzerland,Remote,"MLOps, PyTorch, Azure, Hadoop",Associate,7,Real Estate,2024-04-15,2024-06-12,993,5.3,Cloud AI Solutions
AI04267,NLP Engineer,145552,USD,Executive,Full-Time,South Korea,Small,South Korea,Hybrid,"Kubernetes, Statistics, Python, GCP, Spark",Associate,11,Transportation,2024-01-07,2024-03-14,801,8.0,Machine Intelligence Group
AI04268,AI Architect,111730,USD,Senior-level,Contract,Sweden,Medium,Sweden,Hybrid,"R, NLP, SQL",PhD,7,Consulting,2024-07-27,2024-09-27,1582,5.4,DataVision Ltd
AI04269,Research Scientist,91334,USD,Entry-level,Full-Time,Norway,Medium,Norway,Hybrid,"Java, Hadoop, Scala",Associate,0,Education,2024-08-18,2024-09-11,1070,7.6,Digital Transformation LLC
AI04270,AI Specialist,147669,USD,Executive,Contract,Finland,Medium,Finland,Onsite,"Linux, Data Visualization, NLP, GCP, Docker",Master,11,Finance,2024-11-08,2024-12-27,531,5.4,AI Innovations
AI04271,Robotics Engineer,57994,USD,Entry-level,Contract,Ireland,Large,Ireland,Hybrid,"GCP, Git, R",PhD,0,Gaming,2024-07-26,2024-09-16,2336,5.6,Machine Intelligence Group
AI04272,AI Research Scientist,70385,EUR,Entry-level,Part-Time,Germany,Small,United Kingdom,Remote,"AWS, Python, Tableau, Data Visualization, Mathematics",Bachelor,0,Manufacturing,2025-04-10,2025-06-02,2182,8.5,Machine Intelligence Group
AI04273,AI Product Manager,183624,USD,Senior-level,Part-Time,United States,Large,United States,Remote,"Scala, Linux, MLOps",PhD,7,Government,2024-08-22,2024-10-24,1627,8.0,TechCorp Inc
AI04274,Autonomous Systems Engineer,79220,USD,Senior-level,Contract,Finland,Medium,Denmark,Onsite,"PyTorch, TensorFlow, Kubernetes, Computer Vision",PhD,5,Media,2024-09-06,2024-11-03,2069,8.9,Digital Transformation LLC
AI04275,Principal Data Scientist,150208,USD,Executive,Freelance,Austria,Large,Austria,Remote,"Python, NLP, R",PhD,14,Healthcare,2024-01-10,2024-01-28,760,9.9,Quantum Computing Inc
AI04276,ML Ops Engineer,87517,USD,Senior-level,Full-Time,Israel,Large,Israel,Remote,"Java, Python, Spark, Azure, Computer Vision",Master,7,Government,2024-06-30,2024-09-03,1560,8.8,Algorithmic Solutions
AI04277,AI Architect,63250,USD,Entry-level,Part-Time,South Korea,Large,Singapore,Hybrid,"MLOps, GCP, Linux, Python, Docker",PhD,1,Energy,2024-10-13,2024-11-04,2202,8.5,Advanced Robotics
AI04278,Data Analyst,161808,USD,Senior-level,Part-Time,Switzerland,Small,Netherlands,Onsite,"SQL, Scala, Git, Azure, Spark",PhD,6,Gaming,2024-07-13,2024-07-31,549,8.5,Neural Networks Co
AI04279,Robotics Engineer,64676,EUR,Entry-level,Full-Time,Germany,Small,France,Remote,"Java, Kubernetes, Data Visualization, GCP",PhD,0,Automotive,2024-07-31,2024-10-03,2321,9.0,Cognitive Computing
AI04281,Machine Learning Researcher,195026,USD,Executive,Freelance,Singapore,Small,Japan,Remote,"PyTorch, Deep Learning, R, Computer Vision, GCP",Bachelor,18,Manufacturing,2024-10-05,2024-12-04,926,7.5,TechCorp Inc
AI04282,Machine Learning Researcher,48056,USD,Entry-level,Part-Time,China,Medium,China,Onsite,"MLOps, PyTorch, Hadoop, Mathematics",Master,0,Telecommunications,2024-11-21,2025-01-18,1376,8.8,AI Innovations
AI04283,AI Research Scientist,108083,GBP,Senior-level,Freelance,United Kingdom,Small,United Kingdom,Onsite,"Kubernetes, Scala, Data Visualization, Hadoop, Mathematics",PhD,9,Media,2024-03-03,2024-03-26,819,6.2,Predictive Systems
AI04284,Computer Vision Engineer,65824,USD,Entry-level,Contract,Australia,Medium,Australia,Remote,"Statistics, Tableau, AWS",Master,0,Telecommunications,2025-04-05,2025-05-21,1332,5.9,Future Systems
AI04285,Autonomous Systems Engineer,50472,USD,Mid-level,Contract,China,Small,China,Hybrid,"Tableau, Git, Python",Master,2,Technology,2024-10-22,2024-11-24,1262,6.3,DataVision Ltd
AI04286,Head of AI,95565,USD,Mid-level,Full-Time,Denmark,Medium,Denmark,Remote,"Azure, Git, Kubernetes, MLOps, SQL",Associate,4,Media,2025-03-22,2025-04-16,2202,8.7,Algorithmic Solutions
AI04287,AI Architect,62288,EUR,Entry-level,Part-Time,Netherlands,Medium,Netherlands,Hybrid,"NLP, Git, Docker, SQL",Associate,0,Retail,2024-09-10,2024-10-29,1607,7.3,Advanced Robotics
AI04288,Head of AI,97857,USD,Senior-level,Full-Time,Israel,Medium,China,Hybrid,"Hadoop, PyTorch, NLP, Computer Vision",Associate,9,Manufacturing,2024-04-20,2024-05-06,628,7.2,Cloud AI Solutions
AI04289,Research Scientist,208249,USD,Executive,Part-Time,Sweden,Small,Sweden,Onsite,"Python, Tableau, GCP",PhD,16,Finance,2024-09-24,2024-11-30,1219,8.2,Future Systems
AI04290,AI Product Manager,54457,USD,Entry-level,Part-Time,South Korea,Medium,United States,Remote,"Spark, Java, Python, TensorFlow, Statistics",PhD,0,Technology,2024-05-20,2024-07-02,1952,8.0,Algorithmic Solutions
AI04291,AI Research Scientist,85210,EUR,Mid-level,Part-Time,France,Large,Canada,Remote,"SQL, Computer Vision, MLOps, PyTorch, Data Visualization",Master,3,Energy,2024-07-04,2024-08-11,1637,8.0,Quantum Computing Inc
AI04292,Robotics Engineer,107679,USD,Senior-level,Contract,Singapore,Small,Singapore,Remote,"Data Visualization, Deep Learning, SQL",Associate,6,Telecommunications,2025-04-04,2025-06-01,670,6.4,Algorithmic Solutions
AI04293,Research Scientist,92786,USD,Senior-level,Contract,South Korea,Small,South Korea,Remote,"PyTorch, Python, Hadoop, Java",Master,9,Transportation,2024-12-25,2025-01-16,874,6.1,Machine Intelligence Group
AI04294,Computer Vision Engineer,44279,USD,Entry-level,Full-Time,Canada,Small,Canada,Hybrid,"Kubernetes, Computer Vision, Azure, GCP, Python",Master,0,Automotive,2025-03-09,2025-04-10,1295,9.9,Predictive Systems
AI04295,AI Specialist,43387,USD,Entry-level,Full-Time,Austria,Medium,Austria,Hybrid,"Git, Kubernetes, MLOps",Associate,0,Real Estate,2025-02-01,2025-04-07,1819,9.7,Machine Intelligence Group
AI04296,Data Engineer,51745,USD,Entry-level,Part-Time,China,Medium,China,Remote,"Deep Learning, PyTorch, Kubernetes, Azure, Mathematics",Master,0,Healthcare,2024-02-02,2024-03-01,1665,7.1,DataVision Ltd
AI04297,Research Scientist,245721,USD,Executive,Freelance,Norway,Medium,Norway,Hybrid,"Python, Computer Vision, PyTorch, GCP, Mathematics",Associate,16,Manufacturing,2025-03-03,2025-04-01,661,5.8,AI Innovations
AI04298,Autonomous Systems Engineer,200850,USD,Executive,Full-Time,Canada,Medium,Canada,Hybrid,"TensorFlow, Python, Statistics, Deep Learning, R",Master,18,Consulting,2024-07-02,2024-07-23,2236,6.2,Smart Analytics
AI04299,NLP Engineer,162681,EUR,Senior-level,Contract,Netherlands,Large,Netherlands,Remote,"PyTorch, Linux, Computer Vision, GCP, Data Visualization",PhD,7,Transportation,2024-05-26,2024-07-06,1279,6.1,Digital Transformation LLC
AI04300,Data Scientist,80252,USD,Mid-level,Contract,India,Large,India,Remote,"Java, R, Tableau, Kubernetes, Spark",Bachelor,2,Retail,2025-04-01,2025-06-11,1853,10.0,TechCorp Inc
AI04301,AI Research Scientist,137061,USD,Senior-level,Part-Time,Australia,Small,Australia,Hybrid,"Java, PyTorch, NLP",PhD,5,Education,2024-02-13,2024-03-16,1971,6.9,Future Systems
AI04302,Research Scientist,83972,USD,Senior-level,Part-Time,Japan,Small,Japan,Remote,"TensorFlow, Python, PyTorch, Azure, AWS",Bachelor,7,Energy,2024-11-15,2024-12-28,1785,6.2,Neural Networks Co
AI04303,Data Scientist,230689,USD,Executive,Full-Time,Denmark,Large,United States,Onsite,"Tableau, SQL, Linux",Master,19,Real Estate,2024-08-06,2024-10-04,1972,6.5,Machine Intelligence Group
AI04304,AI Research Scientist,55665,USD,Entry-level,Part-Time,Canada,Large,Canada,Remote,"MLOps, Tableau, Azure, Linux, Python",Bachelor,0,Healthcare,2024-06-03,2024-06-24,1693,8.4,Smart Analytics
AI04306,ML Ops Engineer,186132,GBP,Executive,Full-Time,United Kingdom,Medium,United Kingdom,Hybrid,"Scala, Deep Learning, MLOps, Computer Vision",PhD,19,Technology,2024-11-17,2024-12-31,823,8.2,DeepTech Ventures
AI04307,AI Research Scientist,181837,EUR,Executive,Contract,Germany,Small,Germany,Hybrid,"Linux, GCP, PyTorch",Bachelor,14,Retail,2024-07-07,2024-08-01,870,9.2,Neural Networks Co
AI04308,AI Consultant,117079,EUR,Senior-level,Full-Time,Germany,Small,Germany,Hybrid,"Java, PyTorch, Azure, Deep Learning, Git",Associate,7,Technology,2024-06-16,2024-07-05,975,8.4,Predictive Systems
AI04309,Machine Learning Researcher,52992,EUR,Entry-level,Full-Time,France,Small,France,Onsite,"Kubernetes, Azure, NLP",PhD,1,Finance,2025-04-19,2025-05-08,1083,5.2,Future Systems
AI04310,Autonomous Systems Engineer,66792,USD,Entry-level,Full-Time,Canada,Small,Canada,Hybrid,"Python, Linux, TensorFlow, MLOps",Bachelor,0,Automotive,2024-06-05,2024-07-29,1000,9.9,Future Systems
AI04311,AI Research Scientist,79685,USD,Entry-level,Part-Time,United States,Small,United States,Onsite,"Python, Mathematics, AWS, Computer Vision, Statistics",Bachelor,0,Automotive,2024-10-23,2024-12-01,1342,9.4,DataVision Ltd
AI04312,Principal Data Scientist,135346,EUR,Senior-level,Full-Time,Netherlands,Large,Netherlands,Onsite,"R, Scala, Computer Vision, Hadoop",Associate,8,Media,2024-08-02,2024-09-22,1582,6.7,Algorithmic Solutions
AI04313,AI Architect,70438,USD,Mid-level,Full-Time,Finland,Medium,India,Hybrid,"Tableau, Azure, Kubernetes, NLP",Associate,2,Consulting,2024-03-31,2024-04-26,1647,6.6,Cognitive Computing
AI04314,ML Ops Engineer,213820,USD,Executive,Full-Time,United States,Medium,United States,Onsite,"Statistics, SQL, AWS, MLOps, R",Associate,10,Transportation,2024-03-14,2024-05-12,2241,5.7,Quantum Computing Inc
AI04315,AI Product Manager,139192,USD,Mid-level,Freelance,Switzerland,Small,Austria,Remote,"Kubernetes, Linux, Mathematics",Associate,3,Energy,2024-07-20,2024-08-07,635,9.4,Machine Intelligence Group
AI04316,ML Ops Engineer,55724,GBP,Entry-level,Contract,United Kingdom,Small,United Kingdom,Remote,"Tableau, Data Visualization, Scala, Hadoop, NLP",PhD,1,Government,2024-12-21,2025-01-22,1163,7.6,Machine Intelligence Group
AI04317,Data Analyst,48405,USD,Entry-level,Freelance,Ireland,Large,Ireland,Hybrid,"PyTorch, Python, Scala, Git",Master,1,Government,2024-04-21,2024-06-08,1600,6.6,Cloud AI Solutions
AI04318,NLP Engineer,48747,USD,Entry-level,Contract,South Korea,Large,South Korea,Remote,"TensorFlow, Linux, Spark, Git",Master,0,Healthcare,2024-07-19,2024-08-21,971,6.1,Autonomous Tech
AI04319,AI Product Manager,196953,EUR,Executive,Contract,Germany,Medium,Germany,Onsite,"Azure, R, Kubernetes, Mathematics",Associate,14,Manufacturing,2024-02-10,2024-03-03,1693,5.4,Algorithmic Solutions
AI04320,Machine Learning Researcher,256973,USD,Executive,Contract,Australia,Large,Australia,Hybrid,"Tableau, GCP, Spark",Associate,11,Transportation,2024-05-30,2024-07-13,857,8.1,Predictive Systems
AI04322,Data Scientist,114915,USD,Senior-level,Full-Time,Singapore,Medium,Singapore,Onsite,"NLP, Azure, GCP, Java, Tableau",Master,5,Manufacturing,2024-02-10,2024-03-21,2452,8.1,Predictive Systems
AI04323,Autonomous Systems Engineer,88342,GBP,Mid-level,Contract,United Kingdom,Medium,United Kingdom,Onsite,"Statistics, SQL, Scala, R, Data Visualization",Bachelor,3,Healthcare,2025-02-02,2025-03-29,2392,6.7,Machine Intelligence Group
AI04324,AI Consultant,168327,EUR,Senior-level,Freelance,Germany,Large,Germany,Onsite,"Scala, Computer Vision, Data Visualization",Associate,9,Automotive,2024-04-11,2024-06-19,1028,8.4,Future Systems
AI04325,Machine Learning Researcher,46456,USD,Entry-level,Contract,Ireland,Large,Ireland,Hybrid,"Tableau, Python, NLP, Kubernetes",Associate,1,Gaming,2024-12-03,2025-02-05,1098,9.0,AI Innovations
AI04326,Deep Learning Engineer,76025,USD,Senior-level,Full-Time,Japan,Medium,Japan,Remote,"Kubernetes, TensorFlow, Tableau, Linux",PhD,5,Consulting,2024-08-08,2024-10-13,1652,8.9,TechCorp Inc
AI04327,AI Product Manager,108304,USD,Senior-level,Contract,Singapore,Medium,Singapore,Hybrid,"TensorFlow, PyTorch, Docker, Scala",Master,6,Gaming,2024-02-27,2024-03-15,1672,8.1,Cognitive Computing
AI04328,Data Scientist,67333,USD,Mid-level,Contract,Finland,Medium,Finland,Onsite,"Deep Learning, Linux, GCP",Master,4,Manufacturing,2024-02-05,2024-03-27,1392,5.5,Cognitive Computing
AI04329,ML Ops Engineer,169455,USD,Senior-level,Part-Time,Denmark,Large,Japan,Onsite,"Linux, PyTorch, Statistics, Mathematics, R",Associate,8,Gaming,2025-02-23,2025-03-13,2314,7.9,Predictive Systems
AI04330,Research Scientist,122156,USD,Executive,Contract,Israel,Medium,Israel,Onsite,"PyTorch, TensorFlow, Linux, Azure, Python",Bachelor,17,Gaming,2024-01-19,2024-02-10,697,9.0,Future Systems
AI04331,AI Architect,118183,USD,Senior-level,Full-Time,South Korea,Large,South Korea,Hybrid,"Java, Kubernetes, Tableau, Azure, Statistics",PhD,9,Education,2025-03-23,2025-04-08,1283,7.5,Neural Networks Co
AI04332,AI Architect,105631,USD,Executive,Contract,China,Small,Ireland,Remote,"Java, Mathematics, Hadoop, AWS, Git",Master,12,Media,2024-05-08,2024-06-08,824,6.2,Algorithmic Solutions
AI04333,AI Architect,243179,USD,Executive,Contract,United States,Small,United States,Hybrid,"Scala, PyTorch, AWS",Associate,17,Gaming,2024-04-22,2024-05-12,1641,6.7,Digital Transformation LLC
AI04335,AI Consultant,156301,USD,Executive,Full-Time,Finland,Small,France,Onsite,"R, Java, AWS, Python, Computer Vision",Bachelor,11,Telecommunications,2024-09-09,2024-10-12,913,6.4,Quantum Computing Inc
AI04337,AI Software Engineer,56392,USD,Entry-level,Contract,China,Medium,China,Hybrid,"Java, Mathematics, NLP",Bachelor,0,Healthcare,2024-12-22,2025-03-03,1141,5.2,Machine Intelligence Group
AI04338,Robotics Engineer,64086,USD,Mid-level,Freelance,South Korea,Medium,South Korea,Remote,"TensorFlow, Python, Data Visualization, Java",Bachelor,2,Finance,2025-02-08,2025-04-19,2439,5.8,Quantum Computing Inc
AI04339,AI Research Scientist,94837,USD,Senior-level,Freelance,India,Medium,Japan,Hybrid,"Python, Linux, Computer Vision, SQL, GCP",Master,7,Retail,2024-07-04,2024-07-29,1714,8.5,Autonomous Tech
AI04340,NLP Engineer,152424,GBP,Senior-level,Contract,United Kingdom,Large,United Kingdom,Hybrid,"Hadoop, Kubernetes, Linux, Python",Master,8,Media,2024-07-29,2024-08-22,560,9.4,Cognitive Computing
AI04341,Head of AI,86436,USD,Entry-level,Contract,Denmark,Large,Denmark,Hybrid,"AWS, Tableau, Java",Associate,1,Manufacturing,2024-08-02,2024-09-09,1519,8.9,Neural Networks Co
AI04342,Machine Learning Engineer,47595,USD,Entry-level,Contract,Finland,Medium,Singapore,Onsite,"Statistics, SQL, TensorFlow, Kubernetes, Deep Learning",PhD,0,Retail,2024-09-21,2024-11-20,693,6.4,Advanced Robotics
AI04343,Head of AI,92619,USD,Mid-level,Full-Time,Canada,Medium,United States,Onsite,"Data Visualization, Scala, SQL, Computer Vision",PhD,4,Automotive,2024-02-05,2024-03-20,1110,8.4,Quantum Computing Inc
AI04344,NLP Engineer,64449,USD,Entry-level,Freelance,Australia,Small,Australia,Remote,"Hadoop, Python, Azure, Statistics",PhD,0,Gaming,2025-04-13,2025-05-07,1691,5.4,Machine Intelligence Group
AI04345,Data Engineer,53290,USD,Entry-level,Part-Time,Canada,Medium,United Kingdom,Hybrid,"Kubernetes, Azure, Docker, Computer Vision",PhD,1,Healthcare,2024-11-19,2025-01-03,703,8.0,Cognitive Computing
AI04346,Head of AI,60704,EUR,Entry-level,Part-Time,Germany,Medium,Germany,Onsite,"MLOps, Data Visualization, Java",PhD,0,Automotive,2025-02-07,2025-02-26,2208,7.6,Autonomous Tech
AI04347,AI Research Scientist,122874,USD,Senior-level,Part-Time,Sweden,Medium,Sweden,Hybrid,"SQL, Linux, Statistics, AWS",Master,5,Energy,2024-03-13,2024-04-22,812,5.6,Cognitive Computing
AI04348,Head of AI,245376,USD,Senior-level,Contract,Switzerland,Large,Switzerland,Hybrid,"Deep Learning, Azure, MLOps",Bachelor,9,Manufacturing,2025-02-06,2025-04-16,1415,7.8,DataVision Ltd
AI04349,Principal Data Scientist,128234,USD,Mid-level,Part-Time,United States,Large,Ireland,Onsite,"Python, Hadoop, MLOps",PhD,4,Finance,2024-01-21,2024-04-03,1858,8.6,Cognitive Computing
AI04350,Deep Learning Engineer,66947,EUR,Entry-level,Contract,Netherlands,Medium,Ireland,Hybrid,"Spark, Kubernetes, Statistics, Tableau, R",Bachelor,1,Gaming,2025-02-25,2025-03-28,1600,5.4,AI Innovations
AI04351,Machine Learning Engineer,36862,USD,Entry-level,Part-Time,Israel,Medium,Israel,Hybrid,"Python, GCP, Spark",Bachelor,1,Media,2024-08-25,2024-10-30,1072,8.6,Smart Analytics
AI04352,AI Consultant,132851,USD,Senior-level,Contract,Singapore,Small,China,Hybrid,"Python, Linux, Data Visualization, Scala",PhD,8,Telecommunications,2024-05-17,2024-06-08,1133,5.6,Machine Intelligence Group
AI04353,AI Architect,120584,USD,Senior-level,Part-Time,South Korea,Large,South Korea,Onsite,"Python, Statistics, Deep Learning, TensorFlow",Associate,5,Education,2024-11-16,2025-01-11,1818,8.0,Predictive Systems
AI04354,Data Engineer,237736,GBP,Executive,Part-Time,United Kingdom,Small,Australia,Onsite,"R, SQL, Java, AWS",Master,13,Technology,2025-03-17,2025-05-03,2377,7.9,DataVision Ltd
AI04355,Data Engineer,48705,USD,Entry-level,Contract,China,Small,Australia,Onsite,"Data Visualization, Python, Tableau, Linux, GCP",Associate,1,Manufacturing,2024-01-30,2024-03-01,2017,7.9,Digital Transformation LLC
AI04356,Robotics Engineer,63024,EUR,Entry-level,Contract,Germany,Small,Germany,Onsite,"SQL, Git, Scala, R, Java",PhD,1,Automotive,2024-04-05,2024-06-15,851,8.0,Autonomous Tech
AI04357,Data Scientist,205645,USD,Senior-level,Part-Time,Switzerland,Large,Switzerland,Hybrid,"Data Visualization, Computer Vision, Tableau, Linux, AWS",Master,7,Retail,2024-11-19,2024-12-11,1229,7.2,Digital Transformation LLC
AI04359,Data Analyst,103493,GBP,Mid-level,Contract,United Kingdom,Medium,United Kingdom,Onsite,"Spark, SQL, Computer Vision, GCP",PhD,4,Real Estate,2025-03-13,2025-05-19,567,7.7,Digital Transformation LLC
AI04360,AI Software Engineer,54302,USD,Entry-level,Contract,Finland,Medium,Finland,Remote,"NLP, Data Visualization, Tableau",Master,0,Telecommunications,2024-03-20,2024-04-03,1259,8.9,Future Systems
AI04361,Computer Vision Engineer,100450,USD,Senior-level,Part-Time,China,Medium,China,Hybrid,"Git, Azure, Data Visualization, Python, TensorFlow",Master,7,Telecommunications,2024-09-01,2024-11-07,1133,9.6,Algorithmic Solutions
AI04362,AI Software Engineer,97985,USD,Senior-level,Contract,Canada,Small,Canada,Hybrid,"Docker, Python, Spark",Associate,8,Transportation,2025-02-04,2025-04-14,625,7.1,Predictive Systems
AI04363,AI Architect,63531,USD,Mid-level,Full-Time,South Korea,Medium,Norway,Hybrid,"GCP, AWS, Spark, SQL",Master,4,Consulting,2024-02-23,2024-03-26,997,7.8,Cloud AI Solutions
AI04364,Data Scientist,65017,USD,Entry-level,Full-Time,Singapore,Medium,Singapore,Hybrid,"SQL, Spark, NLP, Deep Learning",PhD,1,Automotive,2024-01-02,2024-02-17,1320,5.1,Autonomous Tech
AI04366,AI Architect,94606,EUR,Entry-level,Freelance,Netherlands,Large,Netherlands,Remote,"Spark, Python, Scala",Bachelor,1,Automotive,2024-12-06,2025-02-13,1114,8.3,Autonomous Tech
AI04367,Head of AI,147092,USD,Senior-level,Part-Time,Canada,Large,Canada,Onsite,"SQL, Deep Learning, AWS, Computer Vision",PhD,7,Manufacturing,2024-10-03,2024-11-19,2094,5.5,Cloud AI Solutions
AI04368,Robotics Engineer,139104,USD,Executive,Part-Time,Japan,Small,Japan,Onsite,"MLOps, Hadoop, Python, Computer Vision, Scala",PhD,19,Real Estate,2024-03-10,2024-04-22,708,5.4,Digital Transformation LLC
AI04369,Deep Learning Engineer,214903,USD,Senior-level,Contract,Switzerland,Large,Switzerland,Onsite,"TensorFlow, Git, Spark, Python",Bachelor,6,Retail,2024-08-23,2024-10-01,1608,5.5,Algorithmic Solutions
AI04370,AI Product Manager,102336,EUR,Senior-level,Contract,Netherlands,Small,China,Onsite,"Data Visualization, NLP, Deep Learning, Git",Bachelor,8,Consulting,2025-04-29,2025-06-20,1932,6.7,TechCorp Inc
AI04371,Machine Learning Researcher,133042,USD,Senior-level,Full-Time,Sweden,Medium,Netherlands,Remote,"Git, Kubernetes, Tableau",PhD,9,Manufacturing,2024-02-02,2024-04-10,1266,5.2,Future Systems
AI04372,ML Ops Engineer,62071,USD,Entry-level,Contract,Norway,Small,United States,Hybrid,"SQL, Statistics, Hadoop, Scala, PyTorch",Master,1,Technology,2024-11-19,2025-01-06,1829,9.6,Cloud AI Solutions
AI04373,Autonomous Systems Engineer,141172,USD,Senior-level,Part-Time,United States,Small,United States,Onsite,"Git, Scala, Mathematics, Python, GCP",Bachelor,8,Gaming,2025-01-26,2025-03-29,1320,9.0,Quantum Computing Inc
AI04374,Data Engineer,83080,USD,Senior-level,Contract,Japan,Small,Japan,Onsite,"Spark, Kubernetes, NLP",PhD,6,Transportation,2024-10-06,2024-12-07,1791,7.0,Digital Transformation LLC
AI04375,AI Research Scientist,238538,USD,Executive,Contract,Singapore,Medium,Singapore,Remote,"Scala, Python, Hadoop, MLOps, TensorFlow",Bachelor,14,Telecommunications,2025-04-04,2025-06-13,1327,5.9,Future Systems
AI04376,Principal Data Scientist,171204,USD,Executive,Part-Time,China,Medium,China,Onsite,"SQL, Spark, Java, Python",Master,18,Telecommunications,2024-05-13,2024-06-06,2406,7.8,Smart Analytics
AI04377,ML Ops Engineer,191773,USD,Executive,Part-Time,South Korea,Large,South Korea,Hybrid,"Kubernetes, Deep Learning, Tableau, Scala, NLP",Master,11,Finance,2024-10-28,2024-12-18,1495,9.0,Quantum Computing Inc
AI04378,Deep Learning Engineer,52847,USD,Mid-level,Freelance,Japan,Medium,United Kingdom,Hybrid,"Computer Vision, SQL, Data Visualization, Tableau, Scala",Associate,2,Real Estate,2024-11-08,2024-12-26,1621,5.1,Cloud AI Solutions
AI04379,AI Specialist,173958,USD,Executive,Freelance,Finland,Large,Ireland,Remote,"Scala, PyTorch, Mathematics, Deep Learning, Spark",PhD,11,Automotive,2024-05-17,2024-07-07,1235,6.9,Advanced Robotics
AI04380,AI Specialist,67720,USD,Mid-level,Full-Time,South Korea,Small,South Korea,Onsite,"SQL, Scala, Data Visualization, Linux, GCP",Master,4,Retail,2024-08-29,2024-10-29,1031,9.9,Quantum Computing Inc
AI04381,ML Ops Engineer,171616,EUR,Senior-level,Contract,Netherlands,Large,Netherlands,Remote,"Python, TensorFlow, AWS, GCP, PyTorch",Master,6,Transportation,2024-10-09,2024-12-11,1606,5.6,DataVision Ltd
AI04382,Data Analyst,91188,USD,Executive,Contract,Japan,Small,Japan,Hybrid,"Python, Kubernetes, Linux, TensorFlow",Bachelor,18,Real Estate,2024-11-09,2024-11-29,2138,9.1,Cloud AI Solutions
AI04383,AI Software Engineer,80853,EUR,Mid-level,Part-Time,Netherlands,Medium,United Kingdom,Hybrid,"R, Python, Statistics",Master,4,Telecommunications,2024-07-18,2024-09-13,1726,9.2,Autonomous Tech
AI04384,AI Specialist,64559,USD,Entry-level,Full-Time,Japan,Large,Japan,Remote,"Hadoop, R, Git",Master,1,Retail,2025-02-19,2025-05-03,2164,9.8,TechCorp Inc
AI04385,AI Consultant,73723,USD,Mid-level,Full-Time,Ireland,Medium,Ireland,Remote,"GCP, Statistics, Kubernetes",Bachelor,4,Energy,2024-06-29,2024-07-29,660,7.9,Algorithmic Solutions
AI04386,Machine Learning Researcher,135291,USD,Executive,Full-Time,Israel,Small,Israel,Hybrid,"Mathematics, Tableau, Scala, Data Visualization, MLOps",Master,12,Consulting,2025-01-21,2025-02-13,832,7.6,Digital Transformation LLC
AI04387,Data Scientist,248290,EUR,Executive,Part-Time,Netherlands,Medium,Ireland,Remote,"Linux, Python, Tableau, TensorFlow",Bachelor,18,Retail,2024-11-08,2024-12-12,753,6.5,Smart Analytics
AI04388,AI Consultant,211982,USD,Senior-level,Contract,Norway,Large,India,Hybrid,"Scala, SQL, R",PhD,9,Manufacturing,2024-09-12,2024-10-19,1543,10.0,TechCorp Inc
AI04389,AI Research Scientist,152444,EUR,Senior-level,Freelance,France,Large,Austria,Remote,"NLP, Linux, SQL, AWS, Mathematics",Bachelor,5,Consulting,2025-01-20,2025-03-22,1079,7.7,AI Innovations
